CL	CL_plane	Name_identical	Related	Merged	Naked_merged
NCIH1184_CCLE	NCIH1184	NCIH1184_CCLE,NCI-H1184_GDC		NCIH1184_CCLE,NCI-H1184_GDC	NCIH1184
NCI-H1184_GDC	NCIH1184	NCIH1184_CCLE,NCI-H1184_GDC		NCIH1184_CCLE,NCI-H1184_GDC	NCIH1184
NCI-H128_COSMIC	NCIH128	NCI-H128_COSMIC		NCI-H128_COSMIC	NCIH128
NCIH1299_CCLE	NCIH1299	NCIH1299_CCLE,NCI-H1299_COSMIC,NCI-H1299_EGA,NCI-H1299_GDC		NCIH1299_CCLE,NCI-H1299_COSMIC,NCI-H1299_EGA,NCI-H1299_GDC	NCIH1299
NCI-H1299_COSMIC	NCIH1299	NCIH1299_CCLE,NCI-H1299_COSMIC,NCI-H1299_EGA,NCI-H1299_GDC		NCIH1299_CCLE,NCI-H1299_COSMIC,NCI-H1299_EGA,NCI-H1299_GDC	NCIH1299
NCI-H1299_EGA	NCIH1299	NCIH1299_CCLE,NCI-H1299_COSMIC,NCI-H1299_EGA,NCI-H1299_GDC		NCIH1299_CCLE,NCI-H1299_COSMIC,NCI-H1299_EGA,NCI-H1299_GDC	NCIH1299
NCI-H1299_GDC	NCIH1299	NCIH1299_CCLE,NCI-H1299_COSMIC,NCI-H1299_EGA,NCI-H1299_GDC		NCIH1299_CCLE,NCI-H1299_COSMIC,NCI-H1299_EGA,NCI-H1299_GDC	NCIH1299
NCI-H1304_COSMIC	NCIH1304	NCI-H1304_COSMIC		NCI-H1304_COSMIC	NCIH1304
NCIH1339_CCLE	NCIH1339	NCIH1339_CCLE,NCI-H1339_GDC		NCIH1339_CCLE,NCI-H1339_GDC	NCIH1339
NCI-H1339_GDC	NCIH1339	NCIH1339_CCLE,NCI-H1339_GDC		NCIH1339_CCLE,NCI-H1339_GDC	NCIH1339
NCIH1341_CCLE	NCIH1341	NCIH1341_CCLE,NCI-H1341_COSMIC,NCI-H1341_GDC		NCIH1341_CCLE,NCI-H1341_COSMIC,NCI-H1341_GDC	NCIH1341
NCI-H1341_COSMIC	NCIH1341	NCIH1341_CCLE,NCI-H1341_COSMIC,NCI-H1341_GDC		NCIH1341_CCLE,NCI-H1341_COSMIC,NCI-H1341_GDC	NCIH1341
NCI-H1341_GDC	NCIH1341	NCIH1341_CCLE,NCI-H1341_COSMIC,NCI-H1341_GDC		NCIH1341_CCLE,NCI-H1341_COSMIC,NCI-H1341_GDC	NCIH1341
NCIH1355_CCLE	NCIH1355	NCIH1355_CCLE,NCI-H1355_COSMIC,NCI-H1355_EGA,NCI-H1355_GDC		NCIH1355_CCLE,NCI-H1355_COSMIC,NCI-H1355_EGA,NCI-H1355_GDC	NCIH1355
NCI-H1355_COSMIC	NCIH1355	NCIH1355_CCLE,NCI-H1355_COSMIC,NCI-H1355_EGA,NCI-H1355_GDC		NCIH1355_CCLE,NCI-H1355_COSMIC,NCI-H1355_EGA,NCI-H1355_GDC	NCIH1355
NCI-H1355_EGA	NCIH1355	NCIH1355_CCLE,NCI-H1355_COSMIC,NCI-H1355_EGA,NCI-H1355_GDC		NCIH1355_CCLE,NCI-H1355_COSMIC,NCI-H1355_EGA,NCI-H1355_GDC	NCIH1355
NCI-H1355_GDC	NCIH1355	NCIH1355_CCLE,NCI-H1355_COSMIC,NCI-H1355_EGA,NCI-H1355_GDC		NCIH1355_CCLE,NCI-H1355_COSMIC,NCI-H1355_EGA,NCI-H1355_GDC	NCIH1355
NCIH1373_CCLE	NCIH1373	NCIH1373_CCLE,NCI-H1373_EGA,NCI-H1373_GDC		NCIH1373_CCLE,NCI-H1373_EGA,NCI-H1373_GDC	NCIH1373
NCI-H1373_EGA	NCIH1373	NCIH1373_CCLE,NCI-H1373_EGA,NCI-H1373_GDC		NCIH1373_CCLE,NCI-H1373_EGA,NCI-H1373_GDC	NCIH1373
NCI-H1373_GDC	NCIH1373	NCIH1373_CCLE,NCI-H1373_EGA,NCI-H1373_GDC		NCIH1373_CCLE,NCI-H1373_EGA,NCI-H1373_GDC	NCIH1373
NCIH1385_CCLE	NCIH1385	NCIH1385_CCLE,NCI-H1385_GDC		NCIH1385_CCLE,NCI-H1385_GDC	NCIH1385
NCI-H1385_GDC	NCIH1385	NCIH1385_CCLE,NCI-H1385_GDC		NCIH1385_CCLE,NCI-H1385_GDC	NCIH1385
NCI-H1395_COSMIC	NCIH1395	NCI-H1395_COSMIC,NCI-H1395_EGA,NCI-H1395_GDC		NCI-H1395_COSMIC,NCI-H1395_EGA,NCI-H1395_GDC	NCIH1395
NCI-H1395_EGA	NCIH1395	NCI-H1395_COSMIC,NCI-H1395_EGA,NCI-H1395_GDC		NCI-H1395_COSMIC,NCI-H1395_EGA,NCI-H1395_GDC	NCIH1395
NCI-H1395_GDC	NCIH1395	NCI-H1395_COSMIC,NCI-H1395_EGA,NCI-H1395_GDC		NCI-H1395_COSMIC,NCI-H1395_EGA,NCI-H1395_GDC	NCIH1395
NCI-H1417_COSMIC	NCIH1417	NCI-H1417_COSMIC		NCI-H1417_COSMIC	NCIH1417
NCIH1435_CCLE	NCIH1435	NCIH1435_CCLE,NCI-H1435_COSMIC,NCI-H1435_EGA,NCI-H1435_GDC		NCIH1435_CCLE,NCI-H1435_COSMIC,NCI-H1435_EGA,NCI-H1435_GDC	NCIH1435
NCI-H1435_COSMIC	NCIH1435	NCIH1435_CCLE,NCI-H1435_COSMIC,NCI-H1435_EGA,NCI-H1435_GDC		NCIH1435_CCLE,NCI-H1435_COSMIC,NCI-H1435_EGA,NCI-H1435_GDC	NCIH1435
NCI-H1435_EGA	NCIH1435	NCIH1435_CCLE,NCI-H1435_COSMIC,NCI-H1435_EGA,NCI-H1435_GDC		NCIH1435_CCLE,NCI-H1435_COSMIC,NCI-H1435_EGA,NCI-H1435_GDC	NCIH1435
NCI-H1435_GDC	NCIH1435	NCIH1435_CCLE,NCI-H1435_COSMIC,NCI-H1435_EGA,NCI-H1435_GDC		NCIH1435_CCLE,NCI-H1435_COSMIC,NCI-H1435_EGA,NCI-H1435_GDC	NCIH1435
NCIH1436_CCLE	NCIH1436	NCIH1436_CCLE,NCI-H1436_COSMIC,NCI-H1436_GDC		NCIH1436_CCLE,NCI-H1436_COSMIC,NCI-H1436_GDC	NCIH1436
NCI-H1436_COSMIC	NCIH1436	NCIH1436_CCLE,NCI-H1436_COSMIC,NCI-H1436_GDC		NCIH1436_CCLE,NCI-H1436_COSMIC,NCI-H1436_GDC	NCIH1436
NCI-H1436_GDC	NCIH1436	NCIH1436_CCLE,NCI-H1436_COSMIC,NCI-H1436_GDC		NCIH1436_CCLE,NCI-H1436_COSMIC,NCI-H1436_GDC	NCIH1436
NCIH1437_CCLE	NCIH1437	NCIH1437_CCLE,NCI-H1437_COSMIC,NCI-H1437_EGA,NCI-H1437_GDC		NCIH1437_CCLE,NCI-H1437_COSMIC,NCI-H1437_EGA,NCI-H1437_GDC	NCIH1437
NCI-H1437_COSMIC	NCIH1437	NCIH1437_CCLE,NCI-H1437_COSMIC,NCI-H1437_EGA,NCI-H1437_GDC		NCIH1437_CCLE,NCI-H1437_COSMIC,NCI-H1437_EGA,NCI-H1437_GDC	NCIH1437
NCI-H1437_EGA	NCIH1437	NCIH1437_CCLE,NCI-H1437_COSMIC,NCI-H1437_EGA,NCI-H1437_GDC		NCIH1437_CCLE,NCI-H1437_COSMIC,NCI-H1437_EGA,NCI-H1437_GDC	NCIH1437
NCI-H1437_GDC	NCIH1437	NCIH1437_CCLE,NCI-H1437_COSMIC,NCI-H1437_EGA,NCI-H1437_GDC		NCIH1437_CCLE,NCI-H1437_COSMIC,NCI-H1437_EGA,NCI-H1437_GDC	NCIH1437
NCIH146_CCLE	NCIH146	NCIH146_CCLE,NCI-H146_COSMIC,NCI-H146_EGA,NCI-H146_GDC		NCIH146_CCLE,NCI-H146_COSMIC,NCI-H146_EGA,NCI-H146_GDC	NCIH146
NCI-H146_COSMIC	NCIH146	NCIH146_CCLE,NCI-H146_COSMIC,NCI-H146_EGA,NCI-H146_GDC		NCIH146_CCLE,NCI-H146_COSMIC,NCI-H146_EGA,NCI-H146_GDC	NCIH146
NCI-H146_EGA	NCIH146	NCIH146_CCLE,NCI-H146_COSMIC,NCI-H146_EGA,NCI-H146_GDC		NCIH146_CCLE,NCI-H146_COSMIC,NCI-H146_EGA,NCI-H146_GDC	NCIH146
NCI-H146_GDC	NCIH146	NCIH146_CCLE,NCI-H146_COSMIC,NCI-H146_EGA,NCI-H146_GDC		NCIH146_CCLE,NCI-H146_COSMIC,NCI-H146_EGA,NCI-H146_GDC	NCIH146
NCIH1563_CCLE	NCIH1563	NCIH1563_CCLE,NCI-H1563_COSMIC,NCI-H1563_GDC		NCIH1563_CCLE,NCI-H1563_COSMIC,NCI-H1563_GDC	NCIH1563
NCI-H1563_COSMIC	NCIH1563	NCIH1563_CCLE,NCI-H1563_COSMIC,NCI-H1563_GDC		NCIH1563_CCLE,NCI-H1563_COSMIC,NCI-H1563_GDC	NCIH1563
NCI-H1563_GDC	NCIH1563	NCIH1563_CCLE,NCI-H1563_COSMIC,NCI-H1563_GDC		NCIH1563_CCLE,NCI-H1563_COSMIC,NCI-H1563_GDC	NCIH1563
NCIH1568_CCLE	NCIH1568	NCIH1568_CCLE,NCI-H1568_COSMIC,NCI-H1568_EGA,NCI-H1568_GDC		NCIH1568_CCLE,NCI-H1568_COSMIC,NCI-H1568_EGA,NCI-H1568_GDC	NCIH1568
NCI-H1568_COSMIC	NCIH1568	NCIH1568_CCLE,NCI-H1568_COSMIC,NCI-H1568_EGA,NCI-H1568_GDC		NCIH1568_CCLE,NCI-H1568_COSMIC,NCI-H1568_EGA,NCI-H1568_GDC	NCIH1568
NCI-H1568_EGA	NCIH1568	NCIH1568_CCLE,NCI-H1568_COSMIC,NCI-H1568_EGA,NCI-H1568_GDC		NCIH1568_CCLE,NCI-H1568_COSMIC,NCI-H1568_EGA,NCI-H1568_GDC	NCIH1568
NCI-H1568_GDC	NCIH1568	NCIH1568_CCLE,NCI-H1568_COSMIC,NCI-H1568_EGA,NCI-H1568_GDC		NCIH1568_CCLE,NCI-H1568_COSMIC,NCI-H1568_EGA,NCI-H1568_GDC	NCIH1568
NCIH1573_CCLE	NCIH1573	NCIH1573_CCLE,NCI-H1573_COSMIC,NCI-H1573_EGA,NCI-H1573_GDC		NCIH1573_CCLE,NCI-H1573_COSMIC,NCI-H1573_EGA,NCI-H1573_GDC	NCIH1573
NCI-H1573_COSMIC	NCIH1573	NCIH1573_CCLE,NCI-H1573_COSMIC,NCI-H1573_EGA,NCI-H1573_GDC		NCIH1573_CCLE,NCI-H1573_COSMIC,NCI-H1573_EGA,NCI-H1573_GDC	NCIH1573
NCI-H1573_EGA	NCIH1573	NCIH1573_CCLE,NCI-H1573_COSMIC,NCI-H1573_EGA,NCI-H1573_GDC		NCIH1573_CCLE,NCI-H1573_COSMIC,NCI-H1573_EGA,NCI-H1573_GDC	NCIH1573
NCI-H1573_GDC	NCIH1573	NCIH1573_CCLE,NCI-H1573_COSMIC,NCI-H1573_EGA,NCI-H1573_GDC		NCIH1573_CCLE,NCI-H1573_COSMIC,NCI-H1573_EGA,NCI-H1573_GDC	NCIH1573
NCIH1581_CCLE	NCIH1581	NCIH1581_CCLE,NCI-H1581_COSMIC,NCI-H1581_EGA,NCI-H1581_GDC		NCIH1581_CCLE,NCI-H1581_COSMIC,NCI-H1581_EGA,NCI-H1581_GDC	NCIH1581
NCI-H1581_COSMIC	NCIH1581	NCIH1581_CCLE,NCI-H1581_COSMIC,NCI-H1581_EGA,NCI-H1581_GDC		NCIH1581_CCLE,NCI-H1581_COSMIC,NCI-H1581_EGA,NCI-H1581_GDC	NCIH1581
NCI-H1581_EGA	NCIH1581	NCIH1581_CCLE,NCI-H1581_COSMIC,NCI-H1581_EGA,NCI-H1581_GDC		NCIH1581_CCLE,NCI-H1581_COSMIC,NCI-H1581_EGA,NCI-H1581_GDC	NCIH1581
NCI-H1581_GDC	NCIH1581	NCIH1581_CCLE,NCI-H1581_COSMIC,NCI-H1581_EGA,NCI-H1581_GDC		NCIH1581_CCLE,NCI-H1581_COSMIC,NCI-H1581_EGA,NCI-H1581_GDC	NCIH1581
NCIH1618_CCLE	NCIH1618	NCIH1618_CCLE,NCI-H1618_GDC		NCIH1618_CCLE,NCI-H1618_GDC	NCIH1618
NCI-H1618_GDC	NCIH1618	NCIH1618_CCLE,NCI-H1618_GDC		NCIH1618_CCLE,NCI-H1618_GDC	NCIH1618
NCIH1623_CCLE	NCIH1623	NCIH1623_CCLE,NCI-H1623_COSMIC,NCI-H1623_EGA,NCI-H1623_GDC		NCIH1623_CCLE,NCI-H1623_COSMIC,NCI-H1623_EGA,NCI-H1623_GDC	NCIH1623
NCI-H1623_COSMIC	NCIH1623	NCIH1623_CCLE,NCI-H1623_COSMIC,NCI-H1623_EGA,NCI-H1623_GDC		NCIH1623_CCLE,NCI-H1623_COSMIC,NCI-H1623_EGA,NCI-H1623_GDC	NCIH1623
NCI-H1623_EGA	NCIH1623	NCIH1623_CCLE,NCI-H1623_COSMIC,NCI-H1623_EGA,NCI-H1623_GDC		NCIH1623_CCLE,NCI-H1623_COSMIC,NCI-H1623_EGA,NCI-H1623_GDC	NCIH1623
NCI-H1623_GDC	NCIH1623	NCIH1623_CCLE,NCI-H1623_COSMIC,NCI-H1623_EGA,NCI-H1623_GDC		NCIH1623_CCLE,NCI-H1623_COSMIC,NCI-H1623_EGA,NCI-H1623_GDC	NCIH1623
NCIH1648_CCLE	NCIH1648	NCIH1648_CCLE,NCI-H1648_COSMIC,NCI-H1648_EGA,NCI-H1648_GDC		NCIH1648_CCLE,NCI-H1648_COSMIC,NCI-H1648_EGA,NCI-H1648_GDC	NCIH1648
NCI-H1648_COSMIC	NCIH1648	NCIH1648_CCLE,NCI-H1648_COSMIC,NCI-H1648_EGA,NCI-H1648_GDC		NCIH1648_CCLE,NCI-H1648_COSMIC,NCI-H1648_EGA,NCI-H1648_GDC	NCIH1648
NCI-H1648_EGA	NCIH1648	NCIH1648_CCLE,NCI-H1648_COSMIC,NCI-H1648_EGA,NCI-H1648_GDC		NCIH1648_CCLE,NCI-H1648_COSMIC,NCI-H1648_EGA,NCI-H1648_GDC	NCIH1648
NCI-H1648_GDC	NCIH1648	NCIH1648_CCLE,NCI-H1648_COSMIC,NCI-H1648_EGA,NCI-H1648_GDC		NCIH1648_CCLE,NCI-H1648_COSMIC,NCI-H1648_EGA,NCI-H1648_GDC	NCIH1648
NCIH1650_CCLE	NCIH1650	NCIH1650_CCLE,NCI-H1650_COSMIC,NCI-H1650_EGA,NCI-H1650_GDC		NCIH1650_CCLE,NCI-H1650_COSMIC,NCI-H1650_EGA,NCI-H1650_GDC	NCIH1650
NCI-H1650_COSMIC	NCIH1650	NCIH1650_CCLE,NCI-H1650_COSMIC,NCI-H1650_EGA,NCI-H1650_GDC		NCIH1650_CCLE,NCI-H1650_COSMIC,NCI-H1650_EGA,NCI-H1650_GDC	NCIH1650
NCI-H1650_EGA	NCIH1650	NCIH1650_CCLE,NCI-H1650_COSMIC,NCI-H1650_EGA,NCI-H1650_GDC		NCIH1650_CCLE,NCI-H1650_COSMIC,NCI-H1650_EGA,NCI-H1650_GDC	NCIH1650
NCI-H1650_GDC	NCIH1650	NCIH1650_CCLE,NCI-H1650_COSMIC,NCI-H1650_EGA,NCI-H1650_GDC		NCIH1650_CCLE,NCI-H1650_COSMIC,NCI-H1650_EGA,NCI-H1650_GDC	NCIH1650
NCIH1651_CCLE	NCIH1651	NCIH1651_CCLE,NCI-H1651_COSMIC,NCI-H1651_EGA,NCI-H1651_GDC		NCIH1651_CCLE,NCI-H1651_COSMIC,NCI-H1651_EGA,NCI-H1651_GDC	NCIH1651
NCI-H1651_COSMIC	NCIH1651	NCIH1651_CCLE,NCI-H1651_COSMIC,NCI-H1651_EGA,NCI-H1651_GDC		NCIH1651_CCLE,NCI-H1651_COSMIC,NCI-H1651_EGA,NCI-H1651_GDC	NCIH1651
NCI-H1651_EGA	NCIH1651	NCIH1651_CCLE,NCI-H1651_COSMIC,NCI-H1651_EGA,NCI-H1651_GDC		NCIH1651_CCLE,NCI-H1651_COSMIC,NCI-H1651_EGA,NCI-H1651_GDC	NCIH1651
NCI-H1651_GDC	NCIH1651	NCIH1651_CCLE,NCI-H1651_COSMIC,NCI-H1651_EGA,NCI-H1651_GDC		NCIH1651_CCLE,NCI-H1651_COSMIC,NCI-H1651_EGA,NCI-H1651_GDC	NCIH1651
NCIH1666_CCLE	NCIH1666	NCIH1666_CCLE,NCI-H1666_COSMIC,NCI-H1666_EGA,NCI-H1666_GDC		NCIH1666_CCLE,NCI-H1666_COSMIC,NCI-H1666_EGA,NCI-H1666_GDC	NCIH1666
NCI-H1666_COSMIC	NCIH1666	NCIH1666_CCLE,NCI-H1666_COSMIC,NCI-H1666_EGA,NCI-H1666_GDC		NCIH1666_CCLE,NCI-H1666_COSMIC,NCI-H1666_EGA,NCI-H1666_GDC	NCIH1666
NCI-H1666_EGA	NCIH1666	NCIH1666_CCLE,NCI-H1666_COSMIC,NCI-H1666_EGA,NCI-H1666_GDC		NCIH1666_CCLE,NCI-H1666_COSMIC,NCI-H1666_EGA,NCI-H1666_GDC	NCIH1666
NCI-H1666_GDC	NCIH1666	NCIH1666_CCLE,NCI-H1666_COSMIC,NCI-H1666_EGA,NCI-H1666_GDC		NCIH1666_CCLE,NCI-H1666_COSMIC,NCI-H1666_EGA,NCI-H1666_GDC	NCIH1666
NCI-H1688_COSMIC	NCIH1688	NCI-H1688_COSMIC		NCI-H1688_COSMIC	NCIH1688
NCIH1693_CCLE	NCIH1693	NCIH1693_CCLE,NCI-H1693_COSMIC,NCI-H1693_EGA,NCI-H1693_GDC		NCIH1693_CCLE,NCI-H1693_COSMIC,NCI-H1693_EGA,NCI-H1693_GDC	NCIH1693
